brand,model,type,year,transmisi, avg_2nd_price , new_price ,residu,depresiasi_residu,estimasi_1,depresiasi,estimasi_2,estimasi_3,avg_estimasi,estimator,correction,output
Mercedes-Benz,C200,CGI,2014,Automatic,299000000,649000000,64973281.86,58402671.81,181778625.5,64900000,129800000,181033846.1,164204157.2,258561247.2,292415723.7,258561247.2
Mazda,CX-9,GT,2008,Automatic,119000000,888000000,88900268.55,79909973.14,248720214.8,88800000,177600000,131638554.2,185986256.4,139095876.9,116379502.1,116379502.1
Hyundai,Santa Fe,Grand CRDi,2019,Automatic,355000000,639000000,63972152.71,57502784.73,293983291.6,63900000,255600000,301858488,283813926.5,333644178,347182548.2,333644178
Land Rover,Defender,90 X P400,2022,Automatic,2650000000,2909000000,291228469.8,261777153,2123668541,290900000,2036300000,1885032000,2015000180,2459500054,2591644374,2459500054
Daihatsu,Xenia,X Standard,2014,Manual,99000000,152050000,15222168.73,13682783.13,42587734.99,15205000,30410000,42413245.45,38470326.81,80841098.04,96819921.89,80841098.04
Daihatsu,Xenia,R Deluxe,2020,Manual,163000000,203400000,20362966.92,18303703.31,111881483.5,20340000,101700000,106760592,106780691.8,146134207.5,159410578.5,146134207.5
Mitsubishi,Galant,V6,2001,Automatic,49000000,245000000,24527664.18,22047233.58,68622131.35,24500000,49000000,17371358.71,44997830.02,47799349.01,47920971.44,47799349.01
Mercedes-Benz,E300,Elegance,2009,Automatic,199000000,1099000000,110024093.6,98897590.64,307819274.9,109900000,219800000,181019483.3,236212919.4,210163875.8,194617822.8,194617822.8
Mercedes-Benz,E250,AMG CGI,2010,Automatic,165000000,889000000,89000381.47,79999961.85,249000305.2,88900000,177800000,162699747.9,196500017.7,174450005.3,161366536.5,161366536.5
Ford,EcoSport,Titanium,2016,Automatic,119000000,279900000,28021604.92,25187839.51,78397283.94,27990000,55980000,96390217.66,76922500.53,106376750.2,116379502.1,106376750.2
Wuling,Almaz,Smart Enjoy,2021,Automatic,137000000,275800000,27611141.97,24818885.8,176524456.8,27580000,165480000,160846560,167617005.6,146185101.7,133983124.2,133983124.2
Suzuki,APV,ARENA GX,2018,Manual,120000000,180000000,18020324.71,16197967.53,66614227.29,18000000,54000000,76527504,65713910.43,103714173.1,117357481.1,103714173.1
Suzuki,Ertiga,GL,2014,Automatic,115000000,179500000,17970268.25,16152973.18,50276214.6,17950000,35900000,50070224,45415479.53,94124643.86,112467586,94124643.86
Daihatsu,Sigra,R Deluxe,2021,Manual,115000000,147600000,14776666.26,13282333.37,94470666.5,14760000,88560000,86080320,89703662.17,107411098.7,112467586,107411098.7
Daihatsu,Ayla,X Airbag,2016,Manual,81000000,110150000,11027437.59,9912256.241,30851950.07,11015000,22030000,37932770.55,30271573.54,65781472.06,79216299.73,65781472.06
Mitsubishi,Pajero Sport,Dakar 4X4,2017,Automatic,369000000,634000000,63471588.13,57052841.19,177577270.5,63400000,126800000,242592187.7,182323152.7,312996945.8,360874254.3,312996945.8
BMW,740Li,Pure Excellence,2016,Automatic,575000000,2199000000,220148300.2,197885170,615918640.1,219900000,439800000,757277915.8,604332185.3,583799655.6,562337930.2,562337930.2
Honda,Civic,Type R,2018,Manual,800000000,1035500000,103666923.5,93183307.65,383216846.5,103550000,310650000,440245724.4,378037523.6,673411257.1,782383207.2,673411257.1
Mercedes-Benz,GLE450,AMG Line Coupe 4MATIC,2022,Automatic,1075000000,2470000000,247278900.1,222272110,1803183670,247000000,1729000000,1600560000,1710914557,1265774367,1051327435,1051327435
BMW,X5,xDrive25d,2017,Automatic,445000000,1329000000,133050064.1,119594993.6,372240051.3,132900000,265800000,508525264.1,382188438.4,426156531.5,435200659,426156531.5
BMW,330i,M Sport,2016,Automatic,395000000,849000000,84995864.87,76400413.51,237796691.9,84900000,169800000,292373329,233323340.3,346497002.1,386301708.6,346497002.1
BMW,840i,M Technic,2021,Automatic,1475000000,2879000000,288225082.4,259077491.8,1842690033,287900000,1727400000,1679032800,1749707611,1557412283,1442519038,1442519038
Mercedes-Benz,V250,CDI,2015,Automatic,470000000,1299000000,130046676.6,116895332.3,363837341.3,129900000,259800000,402607372.2,342081571.2,431624471.3,459650134.2,431624471.3
Mercedes-Benz,C200,AMG Line Coupe,2020,Automatic,515000000,1070000000,107120819.1,96287918.09,588560409.5,107000000,535000000,561621600,561727336.5,529018201,503659189.6,503659189.6
MINI,Cooper,S John Cooper Works 3 Door,2016,Automatic,595000000,869000000,86998123.17,78200187.68,243398498.5,86900000,173800000,299260804.4,238819767.6,488145930.3,581897510.4,488145930.3
Daihatsu,Xenia,X,2018,Automatic,125000000,190950000,19116561.13,17183343.89,70666592.79,19095000,57285000,81182927.16,69711506.65,108413452,122247376.1,108413452
MINI,Cooper,S 3 Door,2013,Automatic,385000000,649000000,64973281.86,58402671.81,181778625.5,64900000,129800000,162930461.5,158169695.7,316950908.7,376521918.5,316950908.7
Mercedes-Benz,GLE400,Exclusive 4MATIC MC Nov,2016,Automatic,450000000,1359000000,136053451.5,122294654.8,380642761.2,135900000,271800000,468003950.7,373482237.3,427044671.2,440090554.1,427044671.2
Toyota,GR Supra,GR Supra,2020,Automatic,1639000000,2158500000,216093727.1,194240627.3,1187296864,215850000,1079250000,1132953480,1133166781,1487250034,1602907596,1487250034
Toyota,Yaris,J,2012,Automatic,120000000,201250000,20147724.15,18110227.58,56368179.32,20125000,40250000,45471155.37,47363111.56,98208933.47,117357481.1,98208933.47
Land Rover,Range Rover Velar,P250 R-Dynamic SE,2019,Automatic,1590000000,2449000000,245176528.9,220382347.1,1126705917,244900000,979600000,1156888008,1087731308,1439319393,1554986624,1439319393
Mercedes-Benz,A200,Urban,2014,Automatic,245000000,549000000,54961990.36,49403800.96,153769592.3,54900000,109800000,153139570.9,138903054.4,213170916.3,239604857.2,213170916.3
Mercedes-Benz,S400,Hybrid,2014,Automatic,850000000,2389000000,239169754,214983024.6,669135803.2,238900000,477800000,666394234.7,604443346,776333003.8,831282157.7,776333003.8
Toyota,Kijang Innova Zenix,V HV (Non Premium Color),2024,Automatic,393000000,535750000,53635494.23,48211450.58,487538549.4,53575000,482175000,428600000,466104516.5,414931354.9,384345750.5,384345750.5
BMW,730Li,M Sport,2021,Automatic,1085000000,2059000000,206132492.1,185286750.8,1317852997,205900000,1235400000,1200808800,1251353932,1134906180,1061107225,1061107225
Suzuki,Karimun,Estilo,2009,Manual,66000000,109500000,10962364.2,9853763.58,30669891.36,10950000,21900000,18036063.17,23535318.18,53260595.45,64546614.59,53260595.45
Toyota,Vios,G,2010,Automatic,98000000,233700000,23396388.24,21030361.18,65457110.6,23370000,46740000,42770451.17,51655853.92,84096756.18,95841942.88,84096756.18
Nissan,Leaf,(2 Tone),2022,Automatic,265000000,730000000,73082427.98,65691757.2,532924728.4,73000000,511000000,473040000,505654909.5,337196472.8,259164437.4,259164437.4
Daihatsu,Ayla,X,2020,Manual,105000000,125350000,12549153.9,11280084.61,68949576.95,12535000,62675000,65793708,65806094.98,93241828.5,102687795.9,93241828.5
Mitsubishi,Xpander,GLS,2019,Manual,159000000,228600000,22885812.38,20571418.76,105171487.4,22860000,91440000,107988811.2,101533432.9,141760029.9,155498662.4,141760029.9
Toyota,Yaris,TRD Sportivo,2019,Manual,180000000,268850000,26915357.21,24193464.28,123689214.3,26885000,107540000,127002589.2,119410601.2,161823180.4,176036221.6,161823180.4
KIA,Carens,Premiere Captain Seat 6 Seater,2023,Automatic,288000000,467000000,46752731.32,42024726.87,382950546.3,46700000,373600000,336240000,364263515.4,310879054.6,281657954.6,281657954.6
Lexus,LM 350,4 Seater,2020,Automatic,1150000000,3035000000,303842697.1,273115730.3,1669421349,303500000,1517500000,1593010800,1593310716,1282993215,1124675860,1124675860
Toyota,Yaris,G,2017,Automatic,140000000,247200000,24747912.6,22245208.74,69238330.08,24720000,49440000,94587994.94,71088775.01,119326632.5,136917061.3,119326632.5
Honda,CR-V,Prestige,2014,Automatic,160000000,437000000,43749343.87,39325065.61,122399475.1,43700000,87400000,121897982.7,110565819.3,145169745.8,156476641.4,145169745.8
BMW,Z4,sDrive30i M Sport,2023,Automatic,1385000000,1778000000,178000762.9,159999923.7,1458000153,177800000,1422400000,1280160000,1386853384,1385556015,1354500927,1354500927
BMW,X5,xDrive35i M Sport,2014,Automatic,409000000,1348000000,134952209.5,121304779.1,377561767.6,134800000,269600000,376014829.8,341058865.8,388617659.7,399993414.7,388617659.7
Daihatsu,Terios,R,2022,Manual,187000000,276900000,27721266.17,24917873.38,202146379.9,27690000,193830000,179431200,191802526.6,188440758,182882074.7,182882074.7
Toyota,Vios,G TRD,2017,Automatic,152000000,322400000,32276403.81,29012359.62,90301123.05,32240000,64480000,123362336.4,92714486.5,134214345.9,148652809.4,134214345.9
Nissan,Evalia,XV Highway Star,2014,Automatic,93000000,205500000,20573204.04,18492679.6,57558563.23,20550000,41100000,57322735.55,51993766.26,80698129.88,90952047.84,80698129.88
Volvo,XC90,Recharge T8 Ultimate PHEV,2024,Automatic,1250000000,1835000000,183707199.1,165129280.1,1669870720,183500000,1651500000,1468000000,1596456907,1353937072,1222473761,1222473761
Toyota,Yaris,S TRD Sportivo,2012,Automatic,133000000,235150000,23541551.97,21160844.8,65863241.58,23515000,47030000,53130644.4,55341295.33,109702388.6,130071208.2,109702388.6
MG,ZS,Magnify,2021,Automatic,193000000,335800000,33617916.87,30218208.31,214927166.7,33580000,201480000,195838560,204081908.9,196324572.7,188749948.7,188749948.7
Toyota,Calya,E,2023,Manual,130000000,164700000,16488597.11,14821140.29,135057719.4,16470000,131760000,118584000,128467239.8,129540171.9,127137271.2,129540171.9
Toyota,Land Cruiser,300 VX-R,2022,Automatic,1995000000,2453500000,245627037,220787296.3,1791138111,245350000,1717450000,1589868000,1699485370,1906345611,1951068123,1906345611
Toyota,Fortuner,G Lux,2012,Automatic,176000000,449200000,44970721.44,40422927.86,125816577.1,44920000,89840000,101493878.2,105716818.5,154915045.5,172124305.6,154915045.5
Suzuki,Ertiga,GX,2019,Manual,165000000,226000000,22625518.8,20337448.12,103975311.3,22600000,90400000,106760592,100378634.4,145613590.3,161366536.5,145613590.3
Mitsubishi,Xpander,Exceed,2021,Manual,212000000,253400000,25368612.67,22803138.73,162187445.1,25340000,152040000,147782880,154003441.7,194601032.5,207331549.9,194601032.5
Toyota,Agya,E,2016,Automatic,94000000,120350000,12048589.32,10830141.07,33708871.46,12035000,24070000,41445382.98,33074751.48,75722425.44,91930026.85,75722425.44
Honda,Jazz,i-DSI,2006,Manual,80000000,142500000,14266090.39,12823390.96,39912872.31,14250000,28500000,17110788.42,28507886.91,64552366.07,78238320.72,64552366.07
Mercedes-Benz,GLE400,Exclusive,2015,Automatic,625000000,1299000000,130046676.6,116895332.3,363837341.3,129900000,259800000,402607372.2,342081571.2,540124471.3,611236880.6,540124471.3
MINI,Countryman,Cooper,2021,Automatic,505000000,715000000,71580734.25,64341926.57,457632293.7,71500000,429000000,416988000,434540097.9,483862029.4,493879399.5,483862029.4
Toyota,C-HR,Hybrid (2 Tone),2019,Automatic,295000000,524700000,52529246.52,47217075.35,241397547.9,52470000,209880000,247864082.4,233047210.1,276414163,288503807.7,276414163
Honda,Mobilio,S,2014,Manual,108000000,159500000,15968009.95,14353199.01,44674407.96,15950000,31900000,44491368.96,40355258.97,87706577.69,105621733,87706577.69
Mazda,2,V,2013,Automatic,100000000,225000000,22525405.88,20247459.41,63020324.71,22500000,45000000,56485907.3,54835410.67,86450623.2,97797900.9,86450623.2
Daihatsu,Xenia,R Deluxe,2015,Manual,95500000,176650000,17684946.44,15896505.36,49477957.15,17665000,35330000,54750263.51,46519406.89,80805822.07,93396995.36,80805822.07
Daihatsu,Sirion,D,2015,Manual,107000000,155825000,15600094.99,14022490.5,43645075.99,15582500,31165000,48295838.16,41035304.72,87210591.41,104643754,87210591.41
Toyota,Rush,TRD Sportivo,2017,Manual,150000000,249450000,24973166.66,22447683.33,69868533.33,24945000,49890000,95448929.36,71735820.9,126520746.3,146696851.4,126520746.3
Hyundai,H-1,Royale Limited,2021,Automatic,329000000,613000000,61369216.92,55163078.31,392347686.8,61300000,367800000,357501600,372549762.3,342064928.7,321755094,321755094
Mazda,Biante,Limited Edition,2015,Automatic,145000000,430000000,43048553.47,38695144.65,120438842.8,43000000,86000000,133272648.2,113237163.7,135471149.1,141806956.3,135471149.1
Toyota,Corolla Altis,V,2018,Automatic,165000000,468200000,46872866.82,42132713.32,173271006.8,46820000,140460000,199056541,170929182.6,166778754.8,161366536.5,161366536.5
Honda,Jazz,i-DSI,2007,Automatic,85000000,168000000,16818969.73,15118103.03,47055175.78,16800000,33600000,22414132.2,34356436,69806930.8,83128215.77,69806930.8
Toyota,Hiace,Commuter,2022,Manual,435000000,546500000,54711708.07,49178829.19,398963512.4,54650000,382550000,354132000,378548504.1,418064551.2,425420868.9,418064551.2
Toyota,Rush,TRD Sportivo Ultimo,2016,Manual,168000000,249150000,24943132.78,22420686.72,69784506.23,24915000,49830000,85800724.3,68471743.51,138141523.1,164300473.5,138141523.1
MG,HS,Ignite,2022,Automatic,205000000,460800000,46132031.25,41466796.88,336399609.4,46080000,322560000,298598400,319186003.1,239255800.9,200485696.8,200485696.8
Honda,HR-V,E,2025,Automatic,239000000,389900000,39034025.57,35086597.44,389900000,38990000,389900000,311920000,363906666.7,276472000,233736983.2,233736983.2
Toyota,Kijang,Minibus GL Long (LGX),2001,Manual,59000000,121750000,12188747.41,10956125.26,34100997.92,12175000,24350000,8632501.729,22361166.55,48008349.97,57700761.53,48008349.97
Suzuki,Jimny,3 Door (2 Tone),2022,Automatic,415000000,439500000,43999626.16,39550037.38,320849887.8,43950000,307650000,284796000,304431962.6,381829588.8,405861288.7,381829588.8
Suzuki,Jimny,3 Door (2 Tone),2023,Manual,384000000,443900000,44440122.99,39945987.7,364008024.6,44390000,355120000,319608000,346245341.5,372673602.5,375543939.5,372673602.5
Mazda,CX-30,GT,2022,Automatic,365000000,548800000,54941967.77,49385803.22,400642590.3,54880000,384160000,355622400,380141663.4,369542499,356962338.3,356962338.3
Renault,Koleos,Luxury,2019,Automatic,187000000,560000000,56063232.42,50393676.76,257637939.5,56000000,224000000,264539520,248725819.8,205517745.9,182882074.7,182882074.7
Toyota,Rush,TRD Sportivo,2016,Manual,169000000,245850000,24612760.16,22123723.98,68860208.13,24585000,49170000,84664290.86,67564833,138569449.9,165278452.5,138569449.9
Nissan,Grand Livina,X-Gear,2014,Automatic,105000000,233300000,23356343.08,20994365.69,65345074.46,23330000,46660000,65077344.06,59027472.84,91208241.85,102687795.9,91208241.85
Honda,Mobilio,E,2022,Automatic,209000000,252000000,25228454.59,22677154.54,183968536.4,25200000,176400000,163296000,174554845.5,198666453.6,204397612.9,198666453.6
Toyota,Fortuner,VRZ 4x4,2024,Automatic,602000000,733850000,73467862.7,66038213.73,667811786.3,73385000,660465000,587080000,638452262.1,612935678.6,588743363.4,588743363.4
Toyota,Kijang Innova,V,2006,Manual,86000000,205100000,20533158.87,18456684.11,57446527.1,20510000,41020000,24627527.76,41031351.62,72509405.49,84106194.77,72509405.49
Mazda,3,SKYACTIV-G,2024,Automatic,460000000,559900000,56053221.13,50384677.89,509515322.1,55990000,503910000,447920000,487115107.4,468134532.2,449870344.1,449870344.1
Honda,Freed,A,2013,Automatic,152000000,211000000,21123825.07,18987617.49,59099060.06,21100000,42200000,52971228.62,51423429.56,121827028.9,148652809.4,121827028.9
Suzuki,Ignis,GL,2020,Automatic,123500000,183500000,18370719.91,16512928.01,100935360,18350000,91750000,96315480,96333613.32,115350084,120780407.6,115350084
Daihatsu,Gran Max,Mini Bus D Front Facing,2016,Manual,85000000,144175000,14433779.53,12974122.05,40382023.62,14417500,28835000,49650088,39622370.54,71386711.16,83128215.77,71386711.16
Nissan,Livina,EL,2019,Manual,158000000,223000000,22325180.05,20067481.99,102595108,22300000,89200000,105343416,99046174.68,140313852.4,154520683.4,140313852.4
Toyota,Fortuner,G 4X2 (Diesel),2009,Automatic,205000000,389550000,38998986.05,35055101.39,109109188.8,38955000,77910000,64163912.41,83727700.42,168618310.1,200485696.8,168618310.1
Toyota,Avanza,S,2010,Manual,114000000,155650000,15582575.23,14006742.48,43596060.18,15565000,31130000,28486181.96,34404080.72,90121224.21,111489607,90121224.21
Toyota,Camry,V,2012,Automatic,175000000,482000000,48254425.05,43374557.5,135003540,48200000,96400000,108904829.3,113436123.1,156530836.9,171146326.6,156530836.9
Toyota,Yaris,E,2010,Automatic,119000000,198800000,19902447.51,17889755.25,55681958.01,19880000,39760000,36383250.72,43941736.24,96482520.87,116379502.1,96482520.87
Hyundai,H-1,XG,2009,Automatic,105000000,320000000,32036132.81,28796386.72,89628906.25,32000000,64000000,52708129.82,68779012.02,94133703.61,102687795.9,94133703.61
Toyota,Fortuner,VRZ 4X2,2024,Automatic,484000000,620450000,62115058.14,55833494.19,564616505.8,62045000,558405000,496360000,539793835.3,500738150.6,473341840.4,473341840.4
Honda,CR-V,Prestige,2017,Automatic,255000000,506000000,50657135.01,45534286.5,141725708,50600000,101200000,193614585.1,145513431,222154029.3,249384647.3,222154029.3
Hino,Dutro,130 HD,2016,Manual,172000000,310000000,31035003.66,27896499.63,86828002.93,31000000,62000000,106755868.1,85194623.67,145958387.1,168212389.5,145958387.1
Mitsubishi,Colt Diesel,FE71,2012,Manual,178000000,223500000,22375236.51,20112476.35,62600189.21,22350000,44700000,50498401.12,52599530.11,140379859,174080263.6,140379859
Toyota,Dyna,110 ST LONG,2014,Manual,142000000,237450000,23771811.68,21367818.83,66507449.34,23745000,47490000,66234956.48,60077468.61,117423240.6,138873019.3,117423240.6
Daihatsu,Gran Max,Blind Van,2019,Manual,98000000,139750000,13990779.88,12575922.01,64294467.93,13975000,55900000,66016782,62070416.64,87221124.99,95841942.88,87221124.99
Toyota,Kijang,Minibus GL Long (LGX),2003,Manual,94000000,144200000,14436282.35,12976371.77,40389025.88,14420000,28840000,12622574.59,27283866.82,73985160.05,91930026.85,73985160.05
Mitsubishi,Triton,HDX Double Cab 4X4,2021,Manual,250000000,403000000,40345504.76,36265449.52,257938201.9,40300000,241800000,235029600,244922600.6,248476780.2,244494752.3,248476780.2
Toyota,Rush,TRD Sportivo,2021,Manual,224000000,268400000,26870306.4,24152969.36,171788122.6,26840000,161040000,156530880,163119667.5,205735900.3,219067298,205735900.3
MINI,Cooper,S 3 Door,2024,Automatic,917000000,1050000000,105118560.8,94488143.92,955511856.1,105000000,945000000,840000000,913503952,915951185.6,896806751.3,915951185.6
Mitsubishi,Pajero Sport,Exceed,2022,Automatic,448000000,539600000,54020928.96,48557907.1,393926278.7,53960000,377720000,349660800,373769026.2,425730707.9,438134596,425730707.9
Suzuki,Ertiga,Sport,2019,Manual,189000000,241000000,24127212.52,21687278.75,110876327.5,24100000,96400000,113846472,107040933.2,164412280,184838032.7,164412280
smart,fortwo,MHD Edition,2013,Automatic,241000000,248000000,24828002.93,22317199.71,69462402.34,24800000,49600000,62260022.26,60440808.2,186832242.5,235692941.2,186832242.5
DFSK,Glory 580,Luxury Version,2024,Automatic,178000000,215000000,21524276.73,19347572.33,195652427.7,21500000,193500000,172000000,187050809.2,180715242.8,174080263.6,174080263.6
Mercedes-Benz,E250,Avantgarde CGI,2011,Automatic,164000000,849000000,84995864.87,76400413.51,237796691.9,84900000,169800000,172643527.1,193413406.3,172824021.9,160388557.5,160388557.5
Mazda,CX-5,AWD,2024,Automatic,519000000,633300000,63401509.09,56989849.09,576310150.9,63330000,569970000,506640000,550973383.6,528592015.1,507571105.7,507571105.7
Daihatsu,Sigra,R Deluxe,2023,Automatic,126000000,180600000,18080392.46,16251960.75,148096078.5,18060000,144480000,130032000,140869359.5,130460807.8,123225355.1,123225355.1
Toyota,Alphard,X,2014,Automatic,219000000,760000000,76085815.43,68391418.46,212868652.3,76000000,152000000,211996491.6,192288381.3,210986514.4,214177403,210986514.4
Chery,Tiggo 7 Pro,Premium,2023,Automatic,260000000,399800000,40025143.43,35977485.66,327845028.7,39980000,319840000,287856000,311847009.6,275554102.9,254274542.3,254274542.3
MINI,Cooper,S 3 Door,2021,Automatic,650000000,895000000,89601058.96,80539894.1,572840423.6,89500000,537000000,521964000,543934807.9,618180442.4,635686355.9,618180442.4
Daihatsu,Terios,R,2020,Manual,174000000,245000000,24527664.18,22047233.58,134763832.1,24500000,122500000,128595600,128619810.7,160385943.2,170168347.6,160385943.2
Toyota,Kijang Innova,V Luxury,2014,Automatic,189000000,324950000,32531691.74,29241830.83,91015353.39,32495000,64990000,90642447.29,82215933.56,156964780.1,184838032.7,156964780.1
Daihatsu,Terios,R Adventure,2017,Manual,163000000,247300000,24757923.89,22254207.61,69266339.11,24730000,49460000,94626258.7,71117532.6,135435259.8,159410578.5,135435259.8
Toyota,Kijang Innova,G Lux,2014,Manual,199000000,272150000,27245729.83,24490427.02,76226583.86,27215000,54430000,75914269.98,68856951.28,159957085.4,194617822.8,159957085.4
Toyota,Kijang Innova,G,2004,Manual,108000000,179900000,18010313.42,16188968.66,50388250.73,17990000,35980000,17497312.13,34621854.29,85986556.29,105621733,85986556.29
Suzuki,Karimun,GX,2005,Manual,63000000,82200000,8229281.616,7397071.838,23023425.29,8220000,16440000,8883200.895,16115542.06,48934662.62,61612677.57,48934662.62
Toyota,Kijang Innova,V,2017,Manual,232000000,361600000,36200830.08,32539916.99,101280664.1,36160000,72320000,138361727.2,103987463.8,193596239.1,226891130.1,193596239.1
Toyota,Avanza,S,2011,Manual,110000000,168000000,16818969.73,15118103.03,47055175.78,16800000,33600000,34162676.73,38272617.5,88481785.25,107577691,88481785.25
Toyota,Kijang Innova,V,2013,Manual,185000000,295450000,29578360.75,26587163.93,82752688.6,29545000,59090000,74172272.49,72004987.03,151101496.1,180926116.7,151101496.1
Toyota,Kijang Innova,G Lux,2011,Manual,153000000,247000000,24727890.01,22227211,69182312.01,24700000,49400000,50227268.77,56269860.26,123980958.1,149630788.4,123980958.1
Mercedes-Benz,V260,LWB,2020,Automatic,675000000,1585000000,158678970.3,142632103,871839485.2,158500000,792500000,831934800,832091428.4,722127428.5,660135831.1,660135831.1
Chery,Tiggo 8 Pro,Premium,2022,Automatic,295000000,528500000,52909675.6,47559032.44,385822902.7,52850000,369950000,342468000,366080300.9,316324090.3,288503807.7,288503807.7
Daihatsu,Gran Max,PU STD,2021,Manual,105000000,143050000,14321152.5,12872884.75,91558461,14305000,85830000,83426760,86938407,99581522.1,102687795.9,99581522.1
Toyota,Fortuner,VRZ TSS GR Parts Aero Package,2025,Automatic,599000000,640450000,64117316.44,57633268.36,640450000,64045000,640450000,512360000,597753333.3,598626000,585809426.4,598626000
Honda,Jazz,RS Special Edition,2017,Automatic,189000000,273000000,27330825.81,24566917.42,76464660.64,27300000,54600000,104460043,78508234.53,155852470.4,184838032.7,155852470.4
Daihatsu,Xenia,Xi,2010,Automatic,98000000,147200000,14736621.09,13246337.89,41229296.88,14720000,29440000,26939710.79,32536335.89,78360900.77,95841942.88,78360900.77
Ford,Focus,Titanium,2013,Automatic,119000000,413100000,41356645.2,37174335.48,115705316.2,41310000,82620000,103708125.8,100677814,113503344.2,116379502.1,113503344.2
Nissan,Elgrand,Highway Star,2017,Automatic,360000000,997700000,99882655.33,89781734.47,279446124.3,99770000,199540000,381757453.7,286914526,338074357.8,352072443.2,338074357.8
Nissan,March,XS,2011,Automatic,95000000,159800000,15998043.82,14380195.62,44758435.06,15980000,31960000,32495212.75,36404549.27,77421364.78,92908005.86,77421364.78
Mercedes-Benz,GLC200,Exclusive,2019,Automatic,514000000,969000000,97009414.67,87199058.53,445805648.8,96900000,387600000,457747848,430384498.9,488915349.7,502681210.6,488915349.7
Daihatsu,Gran Max,Blind Van,2021,Manual,125000000,143050000,14321152.5,12872884.75,91558461,14305000,85830000,83426760,86938407,113581522.1,122247376.1,113581522.1
Lexus,NX 300,Luxury,2019,Automatic,550000000,1155000000,115630416.9,103936958.3,531378250.1,115500000,462000000,545612760,512997003.4,538899101,537888455,538899101
Toyota,C-HR,(1 Tone),2018,Automatic,258000000,488500000,48905159,43959484.1,180783611.3,48850000,146550000,207687142.8,178340251.4,234102075.4,252318584.3,234102075.4
Mitsubishi,Outlander Sport,GLX,2016,Manual,145000000,315000000,31535568.24,28346443.18,88228454.59,31500000,63000000,108477736.9,86568730.5,127470619.2,141806956.3,127470619.2
KIA,Sportage,EX,2013,Automatic,129000000,342500000,34288673.4,30821132.66,95930938.72,34250000,68500000,85984103.33,83471680.68,115341504.2,126159292.2,115341504.2
Ford,Ranger,XL,2022,Manual,247000000,481000000,48154312.13,43284568.79,351146293.6,48100000,336700000,311688000,333178097.9,272853429.4,241560815.2,241560815.2
Toyota,Agya,E,2016,Manual,81000000,112350000,11247686,10110231.4,31468148.8,11235000,22470000,38690392.83,30876180.55,65962854.16,79216299.73,65962854.16
Nissan,X-Trail,VL,2020,Automatic,299000000,542200000,54281222.53,48791877.75,298240611.3,54220000,271100000,284589936,284643515.8,294693054.7,292415723.7,294693054.7
Volkswagen,Polo,VRS,2018,Automatic,148000000,308000000,30834777.83,27716522.22,113984344.5,30800000,92400000,130947062.4,112443802.3,137333140.7,144740893.3,137333140.7
Chevrolet,Spark,LTZ,2017,Automatic,115000000,197000000,19722244.26,17727775.57,55177795.41,19700000,39400000,75379591.44,56652462.28,97495738.69,112467586,97495738.69
Mitsubishi,Outlander Sport,GLX,2017,Manual,145000000,330000000,33037261.96,29696273.8,92429809.57,33000000,66000000,126270381.6,94900063.72,129970019.1,141806956.3,129970019.1
Daihatsu,Xenia,X+,2014,Manual,99000000,154250000,15442417.14,13880758.29,43203933.72,15425000,30850000,43026919.51,39026951.07,81008085.32,96819921.89,81008085.32
Mazda,2,GT,2021,Automatic,233000000,315800000,31615658.57,28418434.14,202126263.4,31580000,189480000,184174560,191926941.1,220678082.3,227869109.1,220678082.3
Toyota,Alphard,Q,2017,Automatic,550000000,1707200000,170912768.6,153628723.1,478170214.8,170720000,341440000,653238774.1,490949663,532284898.9,537888455,532284898.9
Nissan,Livina,VE,2022,Automatic,193000000,287000000,28732406.62,25826759.34,209519722,28700000,200900000,185976000,198798574,194739572.2,188749948.7,188749948.7
Toyota,Dyna,110 ET,2013,Manual,135000000,219050000,21929734.04,19712026.6,61353787.23,21905000,43810000,54992168.86,53385318.7,110515595.6,132027166.2,110515595.6
Mercedes-Benz,S450L,Luxury 4MATIC,2021,Automatic,800000000,2750000000,275310516.4,247468948.4,1760124207,275000000,1650000000,1603800000,1671308069,1061392421,782383207.2,782383207.2
Mercedes-Benz,GLC300,AMG Line,2021,Automatic,799000000,1250000000,125141143.8,112485885.6,800056457.5,125000000,750000000,729000000,759685485.8,787205645.8,781405228.2,787205645.8
BMW,M3,Competition,2024,Automatic,1775000000,2557000000,255988723.8,230101127.6,2326898872,255700000,2301300000,2045600000,2224599624,1909879887,1735912741,1735912741
Lexus,LM 350h,7 Seater,2025,Automatic,1999000000,2699000000,270204757.7,242879524.2,2699000000,269900000,2699000000,2159200000,2519066667,2155020000,1954980039,1954980039
Mercedes-Benz,C180,Avantgarde line,2020,Automatic,399000000,785000000,78588638.31,70641136.17,431794319.2,78500000,392500000,412030800,412108373.1,402932511.9,390213624.6,390213624.6
Mercedes-Benz,C200,AMG Line Coupe,2019,Automatic,599000000,1099000000,110024093.6,98897590.64,505614456.2,109900000,439600000,519158808,488124421.4,565737326.4,585809426.4,565737326.4
Toyota,GranAce,Premium,2024,Automatic,1345000000,1500000000,150169372.6,134983062.7,1365016937,150000000,1350000000,1200000000,1305005646,1333001694,1315381767,1333001694
MINI,Cooper,S 3 Door,2025,Automatic,675000000,955000000,95607833.86,85939216.61,955000000,95500000,955000000,764000000,891333333.3,739900000,660135831.1,660135831.1
