brand,model,type,year,transmisi, avg_2nd_price , new_price ,residu,depresiasi_residu,estimasi_1,depresiasi,estimasi_2,estimasi_3,avg_estimasi,estimator,correction,output
Ford,Everest,XLT 4X2,2010,Automatic,145000000,425000000,42547988.89,38245201.11,119038391.1,42500000,85000000,77781094.35,93939828.49,129681948.5,141806956.3,129681948.5
Daihatsu,Xenia,Xi Deluxe+,2009,Manual,66000000,127800000,12794430.54,11500556.95,35795544.43,12780000,25560000,21050309.35,27468617.93,54440585.38,64546614.59,54440585.38
Suzuki,Carry,Pick Up Wide Deck,2021,Manual,105000000,153600000,15377343.75,13822265.63,98310937.5,15360000,92160000,89579520,93350152.5,101505045.8,102687795.9,101505045.8
Daihatsu,Rocky,M,2024,Manual,169000000,207450000,20768424.22,18668157.58,188781842.4,20745000,186705000,165960000,180482280.8,172444684.2,165278452.5,165278452.5
Toyota,Fortuner,SRZ 4X2,2021,Automatic,412000000,554400000,55502600.1,49889739.99,354841040,55440000,332640000,323326080,336935706.7,389480712,402927351.7,389480712
Daihatsu,Ceria,KL,2003,Manual,55000000,66500000,6657508.85,5984249.115,18626007.08,6650000,13300000,5821090.222,12582365.77,42274709.73,53788845.5,42274709.73
Honda,HR-V,Special Edition JBL Audio,2015,Automatic,215000000,308000000,30834777.83,27716522.22,86267822.27,30800000,61600000,95460408.49,81109410.25,174832823.1,210265486.9,174832823.1
Toyota,Yaris,J,2013,Manual,109000000,205400000,20563192.75,18483680.73,57530554.2,20540000,41080000,51565357.15,50058637.12,91317591.13,106599712,91317591.13
Toyota,Corolla Cross,Hybrid,2023,Automatic,425000000,540900000,54151075.74,48674892.43,443550215.1,54090000,432720000,389448000,421906071.7,424071821.5,415641078.8,424071821.5
Ford,Everest,Titanium Plus 4X2,2016,Automatic,356000000,634000000,63471588.13,57052841.19,177577270.5,63400000,126800000,218332968.9,174236746.5,301471023.9,348160527.2,301471023.9
KIA,Seltos,GT Line,2023,Automatic,276000000,446500000,44700416.56,40179958.34,366140083.3,44650000,357200000,321480000,348273361.1,297682008.3,269922206.5,269922206.5
Toyota,Kijang,Krista Long (Diesel),2000,Manual,115000000,144100000,14426271.06,12967372.89,40361016.85,14410000,28820000,9195475.558,26125497.47,88337649.24,112467586,88337649.24
Nissan,March,XS,2015,Automatic,102000000,181800000,18200527.95,16359947.2,50920422.36,18180000,36360000,56346435.92,47875619.43,85762685.83,99753858.92,85762685.83
Suzuki,Swift,GT3,2011,Manual,118000000,183000000,18320663.45,16467933.65,51256530.76,18300000,36600000,37212915.73,41689815.5,95106944.65,115401523.1,95106944.65
Ford,Focus,Sport,2015,Automatic,126000000,410000000,41046295.17,36895370.48,114837036.1,41000000,82000000,127073920.4,107970318.8,120591095.7,123225355.1,120591095.7
Honda,Civic,Prestige,2018,Automatic,308000000,483000000,48354537.96,43464546.2,178748176.6,48300000,144900000,205348802.4,176332326.3,268499697.9,301217534.8,268499697.9
Mitsubishi,Outlander,PHEV,2021,Automatic,163000000,898000000,89901397.71,80809860.23,574760559.1,89800000,538800000,523713600,545758053,277827415.9,159410578.5,159410578.5
BMW,530i,M Sport,2022,Automatic,1200000000,1587000000,158879196.2,142812080.4,1158563759,158700000,1110900000,1028376000,1099279920,1169783976,1173574811,1169783976
Daihatsu,Rocky,R TC SC,2022,Automatic,175000000,264400000,26469854.74,23793014.53,193020956.4,26440000,185080000,171331200,183144052.1,177443215.6,171146326.6,171146326.6
Suzuki,Carry,Chassis,2019,Manual,87000000,133600000,13375085.45,12022491.46,61465051.27,13360000,53440000,63111571.2,59338874.16,78701662.25,85084173.78,78701662.25
Suzuki,Ertiga,GL,2025,Automatic,173000000,266400000,26670080.57,23972991.94,266400000,26640000,266400000,213120000,248640000,195692000,169190368.6,169190368.6
Wuling,Confero,S L ACT Lux,2021,Automatic,105000000,191300000,19151600.65,17214839.94,122440640.3,19130000,114780000,111566160,116262266.8,108378680,102687795.9,102687795.9
Suzuki,Swift,ST,2011,Automatic,129000000,178500000,17870155.33,16062984.47,49996124.27,17850000,35700000,36297844.03,40664656.1,102499396.8,126159292.2,102499396.8
Toyota,Kijang Innova,V,2009,Manual,198000000,253400000,25368612.67,22803138.73,70974890.14,25340000,50680000,41738250.3,54464380.14,154939314,193639843.8,154939314
Honda,Odyssey,(Ivory Interior),2005,Automatic,109000000,379000000,37942794.8,34105720.52,106154235.8,37900000,75800000,40957824.08,74304019.97,98591205.99,106599712,98591205.99
Honda,Accord,VTi,2008,Automatic,129000000,389000000,38943923.95,35005607.6,108955139.2,38900000,77800000,57665988.28,81473709.15,114742112.7,126159292.2,114742112.7
Isuzu,Panther,LS,2016,Manual,265000000,299400000,29973806.76,26942619.32,83859045.41,29940000,59880000,103105506.1,82281517.18,210184455.2,259164437.4,210184455.2
Toyota,Fortuner,G 4X2 (Diesel),2009,Manual,215000000,378550000,37897743.99,34065225.6,106028195.2,37855000,75710000,62352070.44,81363421.88,174909026.6,210265486.9,174909026.6
Toyota,Fortuner,G 4X2,2010,Manual,215000000,399000000,39945053.1,35905494.69,111756042.5,39900000,79800000,73022721.52,88192921.33,176957876.4,210265486.9,176957876.4
Suzuki,XL7,Zeta,2020,Automatic,215000000,240500000,24077156.07,21642284.39,132288578,24050000,120250000,126233640,126257406,188377221.8,210265486.9,188377221.8
Daihatsu,Luxio,X,2013,Manual,149000000,160000000,16018066.41,14398193.36,44814453.13,16000000,32000000,40167756.3,38994069.81,115998220.9,145718872.3,115998220.9
Toyota,Kijang Innova,V Luxury,2009,Automatic,139000000,265100000,26539933.78,23856006.62,74251947.02,26510000,53020000,43665391.29,56979112.77,114393733.8,135939082.3,114393733.8
Nissan,Grand Livina,Highway Star,2013,Automatic,124000000,242200000,24247348.02,21795265.2,67837878.42,24220000,48440000,60803941.1,59027273.17,104508182,121269397.1,104508182
Toyota,Yaris,S,2006,Automatic,97000000,192500000,19271736.15,17322826.39,53917388.92,19250000,38500000,23114573.84,38510654.25,79453196.28,94863963.87,79453196.28
Toyota,Camry,G,2008,Automatic,135000000,422000000,42247650.15,37975234.99,118198120.1,42200000,84400000,62557961.58,88385360.56,121015608.2,132027166.2,121015608.2
KIA,Rio,Option,2016,Manual,129000000,235000000,23526535.03,21147346.5,65821228.03,23500000,47000000,80927835.48,64583021.17,109674906.4,126159292.2,109674906.4
Isuzu,Panther,LS Front Facing H,2012,Manual,185000000,260700000,26099436.95,23460056.3,73019549.56,26070000,52140000,58903504.13,61354351.23,147906305.4,180926116.7,147906305.4
Suzuki,Splash,GL,2013,Manual,119000000,145000000,14516372.68,13048362.73,40613098.14,14500000,29000000,36402029.15,35338375.76,93901512.73,116379502.1,93901512.73
Suzuki,Grand Vitara,JX,2008,Manual,114000000,265000000,26529922.49,23847007.75,74223937.99,26500000,53000000,39284028,55502655.33,96450796.6,111489607,96450796.6
Daihatsu,Luxio,X,2019,Automatic,195000000,202850000,20307904.82,18254209.52,93324742.89,20285000,81140000,95824717.2,90096486.7,163528946,190705906.8,163528946
Honda,City,iDSI,2007,Manual,99000000,183000000,18320663.45,16467933.65,51256530.76,18300000,36600000,24415394.01,37423974.92,80527192.48,96819921.89,80527192.48
Toyota,Corolla Altis,G,2002,Manual,75000000,200000000,20022583.01,17997741.7,56018066.41,20000000,40000000,15756334.43,37258133.61,63677440.08,73348425.68,63677440.08
Daihatsu,Luxio,X,2016,Manual,169000000,178250000,17845127.11,16040487.29,49926101.68,17825000,35650000,61384624.15,48986908.61,132996072.6,165278452.5,132996072.6
Toyota,Agya,TRD S,2013,Automatic,104000000,120750000,12088634.49,10866136.55,33820907.59,12075000,24150000,30314103.58,29428337.06,81628501.12,101709816.9,81628501.12
Nissan,X-Trail,XT,2007,Automatic,99000000,285000000,28532180.79,25646781.92,79825744.63,28500000,57000000,38023974.28,58283239.63,86784971.89,96819921.89,86784971.89
Toyota,Yaris,TRD Sportivo Heykers,2016,Manual,175000000,265500000,26579978.94,23892002.11,74363983.15,26550000,53100000,91431235.4,72965072.85,144389521.9,171146326.6,144389521.9
Daihatsu,Sirion,D,2014,Automatic,119000000,158000000,15817840.58,14218215.94,44254272.46,15800000,31600000,44072954.83,39975742.43,95292722.73,116379502.1,95292722.73
Toyota,Kijang Innova,V,2012,Manual,225000000,280950000,28126723.48,25282327.65,78691378.78,28095000,56190000,63478862.62,66120080.47,177336024.1,220045277,177336024.1
Honda,City,VTEC,2007,Manual,94000000,193000000,19321792.6,17367820.74,54057434.08,19300000,38600000,25749568.54,39469000.88,77640700.26,91930026.85,77640700.26
Land Rover,Range Rover Evoque,S,2020,Automatic,875000000,1700000000,170191955.6,152980804.4,935095977.8,170000000,850000000,892296000,892463992.6,880239197.8,855731632.9,855731632.9
Suzuki,Karimun Wagon R,GX,2013,Manual,85000000,99900000,10001280.21,8989871.979,27981024.17,9990000,19980000,25079742.84,24346922.34,66804076.7,83128215.77,66804076.7
Toyota,Rush,G,2011,Manual,129000000,202000000,20222808.84,18177719.12,56578247.07,20200000,40400000,41076551.79,46018266.29,104105479.9,126159292.2,104105479.9
Toyota,Kijang,Minibus GL Short (SGX),2002,Manual,93000000,129700000,12984645.08,11671535.49,36327716.06,12970000,25940000,10217982.88,24161899.65,72348569.89,90952047.84,72348569.89
Toyota,Kijang Innova,V Luxury,2012,Automatic,185000000,297150000,29748552.7,26740144.73,83228842.16,29715000,59430000,67139149.41,69932663.86,150479799.2,180926116.7,150479799.2
Toyota,Yaris,S Limited,2008,Automatic,95000000,206500000,20673316.96,18582668.3,57838653.56,20650000,41300000,30611893.52,43250182.36,79475054.71,92908005.86,79475054.71
Daihatsu,Luxio,X,2013,Automatic,143000000,172300000,17249455.26,15505054.47,48259564.21,17230000,34460000,43255652.57,41991738.92,112697521.7,139850998.3,112697521.7
Toyota,Agya,TRD S,2017,Automatic,112000000,151900000,15207151.79,13669284.82,42545721.44,15190000,30380000,58122639.29,43682786.91,91504836.07,109533649,91504836.07
Daihatsu,Terios,TX,2008,Manual,118000000,174400000,17459692.38,15694030.76,48847753.91,17440000,34880000,25853337.67,36527030.53,93558109.16,115401523.1,93558109.16
Toyota,Kijang Innova,G Lux,2010,Manual,139000000,239500000,23977043.15,21552295.68,67081634.52,23950000,47900000,43831934.34,52937856.29,113181356.9,135939082.3,113181356.9
Suzuki,Swift,GX,2007,Automatic,145000000,171500000,17169364.93,15433063.51,48035491.94,17150000,34300000,22881093.29,35072195.08,112021658.5,141806956.3,112021658.5
Isuzu,Panther,Grand Touring,2014,Manual,229000000,277200000,27751300.05,24944870,77641040.04,27720000,55440000,77322930.88,70134656.97,181340397.1,223957193.1,181340397.1
Toyota,Sienta,G,2019,Manual,185000000,258100000,25839143.37,23226085.66,118743486,25810000,103240000,121924375.2,114635953.7,163890786.1,180926116.7,163890786.1
Honda,Mobilio,RS Limited Edition,2015,Automatic,152000000,220000000,22024841.31,19797515.87,61619873.05,22000000,44000000,68186006.06,57935293.04,123780587.9,148652809.4,123780587.9
Isuzu,Panther,LS Front Facing J,2013,Manual,215000000,264700000,26499888.61,23820011.14,74139910.89,26470000,52940000,66452531.83,64510814.24,169853244.3,210265486.9,169853244.3
Toyota,Fortuner,G Lux TRD 4X2,2013,Automatic,270000000,468150000,46867861.18,42128213.88,131124288.9,46815000,93630000,117528344.4,114094211.1,223228263.3,264054332.4,223228263.3
Daihatsu,Luxio,X,2014,Automatic,159000000,179800000,18000302.12,16179969.79,50360241.7,17980000,35960000,50153906.82,45491382.84,124947414.9,155498662.4,124947414.9
Suzuki,SX4,RC1,2011,Automatic,135000000,210000000,21023712.16,18897628.78,58818969.73,21000000,42000000,42703345.92,47840771.88,108852231.6,132027166.2,108852231.6
Toyota,Avanza,S,2009,Automatic,104000000,159200000,15937976.07,14326202.39,44590380.86,15920000,31840000,26222294.58,34217558.48,83065267.54,101709816.9,83065267.54
Toyota,Rush,S,2015,Manual,179000000,243200000,24347460.94,21885253.91,68117968.75,24320000,48640000,75376530.34,64044833.03,144513449.9,175058242.6,144513449.9
Toyota,Kijang Innova,G Lux,2012,Automatic,183000000,261250000,26154499.05,23509550.09,73173599.24,26125000,52250000,59027773.12,61483790.79,146545137.2,178970158.6,146545137.2
Toyota,Yaris,S,2010,Manual,138000000,210300000,21053746.03,18924625.4,58902996.83,21030000,42060000,38487915.63,46483637.48,110545091.2,134961103.2,110545091.2
Daihatsu,Terios,X,2015,Manual,154000000,186900000,18711103.82,16818889.62,52348883.06,18690000,37380000,57927111.52,49218664.86,122565599.5,150608767.4,122565599.5
Suzuki,APV,ARENA GL,2015,Manual,115000000,158000000,15817840.58,14218215.94,44254272.46,15800000,31600000,48969949.81,41608074.09,92982422.23,112467586,92982422.23
Toyota,Kijang Innova,G Lux,2013,Manual,192000000,262850000,26314679.72,23653532.03,73621743.77,26285000,52570000,65988092.15,64059945.31,153617983.6,187771969.7,153617983.6
Mitsubishi,Colt T120SS,Pick Up Standard,2011,Manual,73000000,88500000,8859992.981,7964000.702,24787994.38,8850000,17700000,17996410.06,20161468.15,57148440.44,71392467.66,57148440.44
Honda,City,E,2009,Automatic,135000000,288000000,28832519.53,25916748.05,80666015.63,28800000,57600000,47437316.83,61901110.82,113070333.2,132027166.2,113070333.2
Honda,Mobilio,E,2020,Manual,189000000,217200000,21744525.15,19545547.49,119472262.6,21720000,108600000,114003936,114025399.5,166507619.9,184838032.7,166507619.9
Daihatsu,Xenia,Xi Sporty,2011,Manual,103000000,140700000,14085887.15,12661411.29,39408709.72,14070000,28140000,28611241.76,32053317.16,81715995.15,100731837.9,81715995.15
Toyota,Vios,G,2009,Automatic,102000000,241200000,24147235.11,21705276.49,67557788.09,24120000,48240000,39728752.85,51842180.31,86952654.09,99753858.92,86952654.09
Daihatsu,Luxio,X,2012,Manual,128000000,160000000,16018066.41,14398193.36,44814453.13,16000000,32000000,36150980.67,37655144.6,100896543.4,125181313.2,100896543.4
Ford,EcoSport,Trend,2015,Automatic,133000000,250900000,25118330.38,22578166.96,70274664.31,25090000,50180000,77763040.55,66072568.29,112921770.5,130071208.2,112921770.5
Daihatsu,Terios,R Deluxe,2018,Manual,219000000,245000000,24527664.18,22047233.58,90669364.93,24500000,73500000,104162436,89443933.64,180133180.1,214177403,180133180.1
Ford,EcoSport,Titanium,2014,Manual,133000000,234900000,23516523.74,21138347.63,65793218.99,23490000,46980000,65523652.46,59432290.49,110929687.1,130071208.2,110929687.1
Chevrolet,Spin,LT,2014,Manual,107000000,164800000,16498608.4,14830139.16,46158886.72,16480000,32960000,45969765.54,41696217.42,87408865.23,104643754,87408865.23
Toyota,Fortuner,G 4X2,2011,Manual,239000000,410500000,41096351.62,36940364.84,114977081.3,41050000,82100000,83474873.8,93517318.37,195355195.5,233736983.2,195355195.5
Daihatsu,Luxio,M,2013,Manual,139000000,156000000,15617614.75,14038238.53,43694091.8,15600000,31200000,39163562.39,38019218.06,108705765.4,135939082.3,108705765.4
Daihatsu,Terios,TX,2009,Manual,122000000,180100000,18030336,16206966.4,50444268.8,18010000,36020000,29664794.31,38709687.7,97012906.31,119313439.1,97012906.31
Toyota,Kijang Innova,E,2013,Manual,165000000,226550000,22680580.9,20386941.91,63454464.72,22655000,45310000,56875032.44,55213165.72,132063949.7,161366536.5,132063949.7
Toyota,Yaris,J,2009,Manual,103000000,183300000,18350697.33,16494930.27,51340557.86,18330000,36660000,30191875.61,39397477.82,83919243.35,100731837.9,83919243.35
Toyota,Fortuner,G TRD Sportivo 4X2 (Diesel),2010,Automatic,239000000,422300000,42277684.02,38002231.6,118282147.2,42230000,84460000,77286955.63,93343034.28,195302910.3,233736983.2,195302910.3
Daihatsu,Gran Max,Mini Bus D Front Facing,2008,Manual,87500000,109900000,11002409.36,9889759.064,30781927.49,10990000,21980000,16291753.5,23017893.66,68155368.1,85573163.29,68155368.1
Nissan,X-Trail,ST,2007,Automatic,96000000,275000000,27531051.64,24746894.84,77024841.31,27500000,55000000,36689799.74,56238213.68,84071464.1,93885984.86,84071464.1
Toyota,Rush,G,2010,Manual,128000000,198700000,19892436.22,17880756.38,55653948.97,19870000,39740000,36364949.29,43919632.75,102775889.8,125181313.2,102775889.8
Mitsubishi,Kuda,GLS (Diesel),2000,Manual,72000000,95000000,9510726.929,8548927.307,26608581.54,9500000,19000000,6062249.674,17223610.41,55567083.12,70414488.65,55567083.12
Honda,Mobilio,RS,2014,Manual,153000000,203500000,20372978.21,18312702.18,56998382.57,20350000,40700000,56764850.05,51487744.21,122546323.3,149630788.4,122546323.3
Daihatsu,Luxio,D,2012,Manual,126000000,150900000,15107038.88,13579296.11,42265631.1,15090000,30180000,34094893.64,35513508.25,98854052.47,123225355.1,98854052.47
Daihatsu,Luxio,D,2014,Manual,136000000,157750000,15792812.35,14195718.77,44184249.88,15775000,31550000,44003219.14,39912489.67,107173746.9,133005145.2,107173746.9
Suzuki,SX4,RC1,2012,Manual,115000000,188000000,18821228.03,16917877.2,52656982.42,18800000,37600000,42477402.29,44244794.9,93773438.47,112467586,93773438.47
Daihatsu,Luxio,X,2016,Automatic,169000000,189350000,18956380.46,17039361.95,53035104.37,18935000,37870000,65207172.97,52037425.78,133911227.7,165278452.5,133911227.7
Toyota,Kijang Innova,V,2015,Manual,209000000,326500000,32686866.76,29381313.32,91449493.41,32650000,65300000,101194231.7,85981241.71,172094372.5,204397612.9,172094372.5
Suzuki,XL7,Alpha,2020,Manual,213000000,267000000,26730148.32,24026985.17,146865074.2,26700000,133500000,140142960,140169344.7,191150803.4,208309528.9,191150803.4
Daihatsu,Sigra,X Deluxe,2016,Automatic,105000000,139150000,13930712.13,12521928.79,38974569.7,13915000,27830000,47919609.82,38241393.17,84972417.95,102687795.9,84972417.95
Ford,Ranger,Wildtrak,2023,Automatic,486000000,782500000,78338356.02,70416164.4,641667671.2,78250000,626000000,563400000,610355890.4,523306767.1,475297798.4,475297798.4
Suzuki,Grand Vitara,GL,2023,Automatic,289000000,359400000,35980581.67,32341941.83,294716116.3,35940000,287520000,258768000,280334705.4,286400411.6,282635933.6,286400411.6
Toyota,Avanza,E,2010,Automatic,92000000,144150000,14431276.7,12971872.33,40375021.36,14415000,28830000,26381517.06,31862179.47,73958653.84,89974068.83,73958653.84
Suzuki,SX4,Cross Over,2011,Manual,75000000,207000000,20723373.41,18627662.66,57978698.73,20700000,41400000,42093298.12,47157332.28,66647199.68,73348425.68,66647199.68
