brand,variant,year,otr,low_price,residu,depresiasi_1,estimasi_1,depresiasi_2,estimasi_2,estimasi_3,avg_estimasi,estimator,correction,output
Honda,BEAT DLX SMART KEY,2025,20150000,17800000,2017275,1813272,20150000,2015000,20150000,16120000,18806667,18102000,17408026,17408026
Honda,NVARIO 125 ESP CBS,2021,21006000,17500000,2102972,1890303,13444789,2100600,12603600,12250699,12766363,16079909,17114633,16079909
Yamaha,R15,2018,35300000,14900000,3533986,3176601,13063790,3530000,10590000,15007894,12887228,14296168,14571887,14296168
Honda,NVARIO 125 ESP CBS,2023,22750000,17900000,2277569,2047243,18655514,2275000,18200000,16380000,17745171,17853551,17505824,17853551
Yamaha,N-MAX,2019,27770000,19500000,2780136,2498986,12776081,2777000,11108000,13118326,12334136,17350241,19070591,17350241
Yamaha,JUPITER MX KING 150,2019,23230000,17800000,2325623,2090438,10687374,2323000,9292000,10973666,10317680,15555304,17408026,15555304
Honda,VARIO 150 ESP EXCLSV,2019,23621000,17800000,2364767,2125623,10867260,2362100,9448400,11158371,10491344,15607403,17408026,15607403
Honda,BEAT ESP CBS ISS DLX,2021,17271000,13800000,1729050,1554195,11054220,1727100,10362600,10072447,10496422,12808927,13496110,12808927
Honda,CBR 150 R,2023,37583000,25500000,3762544,3382046,30818909,3758300,30066400,27059760,29315023,26644507,24938465,24938465
Honda,CRF 150 L,2024,36430000,31000000,3647113,3278289,33151711,3643000,32787000,29144000,31694237,31208271,30317349,30317349
Yamaha,N-MAX,2020,29750000,23000000,2978359,2677164,16364180,2975000,14875000,15615180,15618120,20785436,22493517,20785436
Yamaha,NEW AEROX 155 C,2024,27775000,24300000,2780636,2499436,25275564,2777500,24997500,22220000,24164355,24259306,23764890,24259306
PIAGGIO,VESPA LX 125 I-GET,2023,45350000,20000000,4540121,4080988,37188024,4535000,36280000,32652000,35373341,24612002,19559580,19559580
PIAGGIO,SPRINT S I-GET150ABS,2020,48000000,39000000,4805420,4319458,26402710,4800000,24000000,25194240,25198983,34859695,38141181,34859695
Honda,NEW ADV 160 CBS,2023,36200000,30300000,3624088,3257591,29684818,3620000,28960000,26064000,28236273,29680882,29632764,29680882
PIAGGIO,SPRINT I-GET 150,2019,45500000,36500000,4555138,4094486,20933083,4550000,18200000,21493836,20208973,31612692,35696234,31612692
PIAGGIO,SPRINT 150 ABS,2023,53900000,39600000,5396086,4850391,44199217,5390000,43120000,38808000,42042406,40332722,38727969,38727969
PIAGGIO,VESPA S 125,2022,42000000,36500000,4204742,3779526,30661423,4200000,29400000,27216000,29092474,34277742,35696234,34277742
Kawasaki,NINJA 250,2022,66500000,47500000,6657509,5984249,48547253,6650000,46550000,43092000,46063084,47068925,46454003,47068925
PIAGGIO,SPRINT S I-GET150ABS,2023,56400000,45500000,5646368,5075363,46249274,5640000,45120000,40608000,43992425,45047727,44498045,45047727
PIAGGIO,SPRINT I-GET 150,2021,50900000,31900000,5095747,4580425,32578299,5090000,30540000,29684880,30934393,31610318,31197530,31610318
PIAGGIO,PRIMAVERA 150 ABS,2022,48200000,40000000,4825443,4337456,35187633,4820000,33740000,31233600,33387078,38016123,39119160,38016123
PIAGGIO,SPRINT I-GET 150,2023,53900000,44000000,5396086,4850391,44199217,5390000,43120000,38808000,42042406,43412722,43031076,43412722
PIAGGIO,SPRINT I-GET 150,2022,51200000,36900000,5125781,4607422,37377734,5120000,35840000,33177600,35465111,36469533,36087425,36469533
PIAGGIO,VESPA LX 125 I-GET,2022,40500000,31000000,4054573,3644543,29566372,4050000,28350000,26244000,28053457,30116037,30317349,30116037
Yamaha,NEW AEROX 155 C,2022,27075000,22300000,2710557,2436444,19765667,2707500,18952500,17544600,18754256,21236277,21808932,21236277
Yamaha,NMAX NEO S,2024,33700000,29500000,3373805,3032619,30667381,3370000,30330000,26960000,29319127,29445738,28850381,29445738
Yamaha,NEW AEROX 155 C CYC,2024,27975000,25000000,2800659,2517434,25457566,2797500,25177500,22380000,24338355,24801507,24449475,24801507
Honda,ALN VARIO 160 CBS,2023,26739000,19800000,2676919,2406208,21926584,2673900,21391200,19252080,20856621,20116986,19363984,19363984
Honda,NEW SCOOPY PRESTIGE,2025,24180000,21100000,2420730,2175927,24180000,2418000,24180000,19344000,22568000,21540400,20635357,20635357
Kawasaki,NINJA 250 ABS FI,2017,68600000,30950000,6867746,6173225,19214197,6860000,13720000,26248934,19727710,27583313,30268450,27583313
Honda,CBR 150 R ABS,2022,41400000,24000000,4144675,3725533,30223402,4140000,28980000,26827200,28676867,25403060,23471496,23471496
Honda,NEW SCOOPY PRESTIGE,2022,22063000,18000000,2208791,1985421,16106737,2206300,15444100,14296824,15282554,17184766,17603622,17184766
Yamaha,NEW AEROX 155 C ABS,2022,30605000,23800000,3063956,2754104,22342687,3060500,21423500,19832040,21199409,23019823,23275900,23019823
Honda,SCOOPY ESP,2017,17800000,11900000,1782010,1601799,4985608,1780000,3560000,6810948,5118852,9865656,11637950,9865656
Honda,NEW BEAT STREET ESP,2022,18336000,14800000,1835670,1650033,13385901,1833600,12835200,11881728,12700943,14170283,14474089,14170283
Honda,VARIO 150 ESP SPORTY,2017,21175000,17200000,2119891,1905511,5930913,2117500,4235000,8102349,6089421,13866826,16821239,13866826
Yamaha,XMAX 250 CONNECTED,2024,66450000,56500000,6652503,5979750,60470250,6645000,59805000,53160000,57811750,56893525,55255814,55255814
Honda,NEW PCX 160 CBS,2022,32079000,27500000,3211522,2886748,23418757,3207900,22455300,20787192,22220416,25916125,26894423,25916125
Honda,NEW PCX 160 CBS,2025,33800000,32800000,3383817,3041618,33800000,3380000,33800000,27040000,31546667,32424000,32077711,32424000
Honda,NEW PCX 160 ABS,2025,37100000,35800000,3714189,3338581,37100000,3710000,37100000,29680000,34626667,35448000,35011649,35448000
Honda,ALN VARIO 160 ABS,2025,30250000,28000000,3028416,2722158,30250000,3025000,30250000,24200000,28233333,28070000,27383412,27383412
Yamaha,ALL NEW R15 155 VVA,2018,35300000,16500000,3533986,3176601,13063790,3530000,10590000,15007894,12887228,15416168,16136654,15416168
Honda,BEAT FI SPORTY CW,2016,14700000,10500000,1471660,1322834,14699992,1470000,14699992,5062294,11487426,10796228,10268780,10268780
Yamaha,XMAX,2022,62540000,51400000,6261062,5627894,45656319,6254000,43778000,40525920,43320080,48976024,50268121,48976024
Honda,BEAT ESP CBS ISS DLX,2023,18900000,15100000,1892134,1700787,15498427,1890000,15120000,13608000,14742142,14992643,14767483,14992643
Honda,NEW BEAT STREET ESP,2023,18700000,15000000,1872112,1682789,15334422,1870000,14960000,13464000,14586141,14875842,14669685,14875842
Suzuki,GSX S 150,2017,23900000,12500000,2392699,2150730,6694159,2390000,4780000,9145037,6873065,10811920,12224738,10811920
Honda,NEW SCOOPY STYLISH,2021,20325000,16900000,2034795,1829021,13008918,2032500,12195000,11853540,12352486,15535746,16527845,15535746
Honda,GENIO ISS,2024,19980000,16500000,2000256,1797974,18182026,1998000,17982000,15984000,17382675,16764803,16136654,16136654
Honda,NEW SCOOPY PRESTIGE,2024,23230000,19500000,2325623,2090438,21139562,2323000,20907000,18584000,20210187,19713056,19070591,19070591
Honda,ALN VARIO 160 ABS,2022,28506000,21500000,2853819,2565218,20810346,2850600,19954200,18471888,19745478,20973643,21026549,20973643
Honda,VARIO 125 CBS ISS,2025,25050000,22500000,2507829,2254217,25050000,2505000,25050000,20040000,23380000,22764000,22004528,22004528
Yamaha,ALL NEW NMAX 155,2024,32175000,27000000,3221133,2895387,29279613,3217500,28957500,25740000,27992371,27297711,26405433,26405433
Honda,NEW SCOOPY SPORTY,2021,20325000,15500000,2034795,1829021,13008918,2032500,12195000,11853540,12352486,14555746,15158675,14555746
Honda,PCX150,2018,27700000,17500000,2773128,2492687,10251189,2770000,8310000,11776733,10112641,15283792,17114633,15283792
Honda,NEW PCX 160 CBS,2023,32870000,27250000,3290712,2957929,26954142,3287000,26296000,23666400,25638847,26766654,26649928,26766654
Honda,BEAT FI SPORTY CBS,2024,18430000,14900000,1845081,1658492,16771508,1843000,16587000,14744000,16034169,15240251,14571887,14571887
Yamaha,GRAND FILANO LUX,2024,27750000,24450000,2778133,2497187,25252813,2775000,24975000,22200000,24142604,24357781,23911587,24357781
Honda,NEW PCX 160 CBS,2024,33300000,28200000,3333760,2996624,30303376,3330000,29970000,26640000,28971125,28431338,27579008,27579008
Yamaha,ALL NEW NMAX 155 CON,2023,35750000,26000000,3579037,3217096,29315807,3575000,28600000,25740000,27885269,26565581,25427454,25427454
Honda,BEAT CBS FI,2019,15968000,10800000,1598603,1436940,7346362,1596800,6387200,7543155,7092239,9687672,10562173,9687672
Honda,VARIO 125 ESP CBS,2023,22750000,20000000,2277569,2047243,18655514,2275000,18200000,16380000,17745171,19323551,19559580,19323551
Honda,VARIO 150 ESP EXCLSV,2016,20650000,13000000,2067332,1858267,20649992,2065000,20649992,7111318,16137101,13941130,12713727,12713727
Yamaha,XMAX,2023,66000000,58000000,6607452,5939255,54121490,6600000,52800000,47520000,51480497,56044149,56722783,56044149
Yamaha,ALL NEW XSR 155,2023,37775000,26500000,3781765,3399323,30976353,3777500,30220000,27198000,29464784,27389435,25916444,25916444
Yamaha,ALN R15 CONNECTED,2022,39240000,25000000,3928431,3531157,28646529,3924000,27468000,25427520,27180683,25654205,24449475,24449475
Honda,NEW BEAT STREET ESP,2024,19300000,15500000,1932179,1736782,17563218,1930000,17370000,15440000,16791073,15887322,15158675,15158675
Honda,NEW ADV 160 CBS,2024,36565000,32300000,3660629,3290437,33274563,3656500,32908500,29252000,31811688,32153506,31588722,32153506
Yamaha,LEXI S,2018,22800000,14500000,2282574,2051743,8437802,2280000,6840000,9693484,8323762,12647129,14180696,12647129
Yamaha,AEROX 155 GP,2017,24050000,17600000,2407716,2164228,6736172,2405000,4810000,9202432,6916202,14394860,17212431,14394860
PIAGGIO,VESPA GTS 150 3V IE,2023,78800000,57500000,7888898,7091110,64617780,7880000,63040000,56736000,61464593,58689378,56233793,56233793
Honda,VARIO 125 ESP CBS,2019,19345000,12700000,1936684,1740832,8900011,1934500,7738000,9138423,8592145,11467643,12420333,11467643
Honda,NVARIO 125 ESP CBS,2019,19345000,12700000,1936684,1740832,8900011,1934500,7738000,9138423,8592145,11467643,12420333,11467643
Honda,SCOOPY ESP,2018,18275000,14500000,1829564,1644544,6763194,1827500,5482500,7769667,6671787,12151536,14180696,12151536
Honda,PCX,2019,28933000,20900000,2896567,2603643,13311140,2893300,11573200,13667718,12850686,18485206,20439761,18485206
Yamaha,FAZZIO LUX,2024,23350000,17900000,2337637,2101236,21248764,2335000,21015000,18680000,20314588,18624376,17505824,17505824
Yamaha,ALL NEW NMAX 155,2021,30200000,21500000,3023410,2717659,19329364,3020000,18120000,17612640,18354001,20556200,21026549,20556200
Yamaha,ALL NEW R15 155 VVA,2020,37080000,20300000,3712187,3336781,20396093,3708000,18540000,19462550,19466215,20049864,19852974,20049864
Yamaha,LEXI,2020,21355000,12700000,2137911,1921709,11746456,2135500,10677500,11208812,11210923,12253277,12420333,12253277
Honda,SUPRA GTR 150 SPORTY,2023,25180000,16000000,2520843,2265916,20648169,2518000,20144000,18129600,19640590,17092177,15647664,15647664
Yamaha,XABRE,2018,30700000,15900000,3073466,2762653,11361427,3070000,9210000,13052191,11207873,14492362,15549866,14492362
Honda,SONIC 150 R,2024,25920000,18800000,2594927,2332507,23587493,2592000,23328000,20736000,22550498,19925149,18386005,18386005
Yamaha,NEW AEROX 155 C,2021,25900000,20800000,2592924,2330708,16577170,2590000,15540000,15104880,15740683,19282205,20341963,19282205
Honda,NEW SCOOPY SPORTY,2023,21875000,18300000,2189970,1968503,17937994,2187500,17500000,15750000,17062665,17928799,17897016,17928799
Honda,BEAT FI SPORTY CBS,2023,18050000,14800000,1807038,1624296,14801408,1805000,14440000,12996000,14079136,14583741,14474089,14583741
Honda,SONIC 150 R,2019,22780000,15600000,2280572,2049943,10480343,2278000,9112000,10761090,10117811,13955343,15256473,13955343
Yamaha,ALL NEW NMAX 155 ABS,2020,33750000,23900000,3378811,3037119,18564405,3375000,16875000,17714700,17718035,22045411,23373698,22045411
Honda,CB 150 R STREETFIRE,2022,31689000,20400000,3172478,2851652,23134043,3168900,22182300,20534472,21950272,20865082,19950772,19950772
Honda,NEW SCOOPY FASHION,2021,20325000,16200000,2034795,1829021,13008918,2032500,12195000,11853540,12352486,15045746,15843260,15045746
Honda,ALN VARIO 160 CBS,2024,27280000,20500000,2731080,2454892,24825108,2728000,24552000,21824000,23733703,21470111,20048570,20048570
Yamaha,FINO FI SPORTY,2016,16650000,7500000,1666880,1498312,16649992,1665000,16649992,5733823,13011269,9153381,7334843,7334843
Honda,NEW PCX 160 ABS,2024,36365000,28700000,3640606,3272439,33092561,3636500,32728500,29092000,31637687,29581306,28067998,28067998
Yamaha,AEROX 155 VVA,2018,23350000,17400000,2337637,2101236,8641346,2335000,7005000,9927318,8524554,14737366,17016835,14737366
Honda,SCOOPY ESP,2019,18943000,16000000,1896439,1704656,8715063,1894300,7577200,8948522,8413595,13724079,15647664,13724079
Yamaha,AEROX 155 VVA,2020,24795000,16500000,2482300,2231270,13638650,2479500,12397500,13014400,13016850,15455055,16136654,15455055
Honda,NEW ADV 160 CBS,2022,36000000,28500000,3604065,3239594,26281219,3600000,25200000,23328000,24936406,27430922,27872402,27430922
Yamaha,AEROX 155 VVA,2021,25900000,20800000,2592924,2330708,16577170,2590000,15540000,15104880,15740683,19282205,20341963,19282205
Honda,NEWBEAT FICW-CBSPLUS,2023,18050000,14900000,1807038,1624296,14801408,1805000,14440000,12996000,14079136,14653741,14571887,14653741
Honda,NEW BEAT FI CW PLUS,2024,18430000,16400000,1845081,1658492,16771508,1843000,16587000,14744000,16034169,16290251,16038856,16290251
Yamaha,LEXI,2018,19950000,13500000,1997253,1795275,7383077,1995000,5985000,8481798,7283292,11634988,13202717,11634988
Yamaha,ALL NEW NMAX 155,2022,31115000,24300000,3115013,2799999,22715004,3111500,21780500,20162520,21552675,23475802,23764890,23475802
Honda,VARIO110 CBS,2019,17608000,12300000,1762788,1584521,8100873,1760800,7043200,8317878,7820650,10956195,12029142,10956195
Honda,BEAT ESP CBS ISS DLX,2024,19830000,15500000,1985239,1784476,18045524,1983000,17847000,15864000,17252175,16025652,15158675,15158675
Honda,NEW SCOOPY PRESTIGE,2023,22680000,17000000,2270561,2040944,18598112,2268000,18144000,16329600,17690571,17207171,16625643,16625643
Yamaha,NEW AEROX 155 C ABS,2021,29400000,24000000,2943320,2645668,18817328,2940000,17640000,17146080,17867803,22160341,23471496,22160341
Kawasaki,NINJA 250 FI,2018,59800000,40000000,5986752,5381325,22130727,5980000,17940000,25424137,21831621,34549486,39119160,34549486
Kawasaki,NINJA 250 FI,2022,66500000,47000000,6657509,5984249,48547253,6650000,46550000,43092000,46063084,46718925,45965013,46718925
Yamaha,NEW AEROX 155 C ABS,2023,30960000,25000000,3099496,2786050,25387899,3096000,24768000,22291200,24149033,24744710,24449475,24744710
Suzuki,SATRIA FU 150,2016,21650000,11000000,2167445,1948256,21649992,2165000,21649992,7455692,16918559,12775568,10757769,10757769
Yamaha,ALN R15M CON ABS,2022,43885000,29800000,4393455,3949154,32037537,4388500,30719500,28437480,30398172,29979452,29143774,29143774
Yamaha,NEW AEROX 155 C,2023,27425000,22200000,2745597,2467940,22489119,2742500,21940000,19746000,21391706,21957512,21711134,21957512
Honda,BEATFISPRTCBSISSPLUS,2021,17365000,14500000,1738461,1562654,11114384,1736500,10419000,10127268,10553551,13316065,14180696,13316065
Honda,ALN VARIO 160 ABS,2023,29264000,20800000,2929704,2633430,23997141,2926400,23411200,21070080,22826140,21407842,20341963,20341963
Honda,PCX150,2019,28933000,21600000,2896567,2603643,13311140,2893300,11573200,13667718,12850686,18975206,21124347,18975206
Yamaha,ALL NEW R15 155 VVA,2022,39240000,20500000,3928431,3531157,28646529,3924000,27468000,25427520,27180683,22504205,20048570,20048570
Yamaha,XMAX,2018,57800000,40800000,5786526,5201347,21390569,5780000,17340000,24573832,21101467,34890440,39901544,34890440
Honda,NEW CBR 150R STANDAR,2023,37583000,25500000,3762544,3382046,30818909,3758300,30066400,27059760,29315023,26644507,24938465,24938465
Honda,NEW BEAT STREET ESP,2019,16693000,12500000,1671185,1502182,7679911,1669300,6677200,7885640,7414250,10974275,12224738,10974275
Honda,GENIO ISS,2022,19215000,13600000,1923670,1729133,14027601,1921500,13450500,12451320,13309807,13512942,13300515,13512942
Honda,BEAT FI POP CW,2017,14725000,9999000,1474163,1325084,4124330,1472500,2945000,5634337,4234556,8269667,9778812,8269667
Kawasaki,NINJA 250 ABS FI,2021,77900000,48800000,7798796,7010120,49859518,7790000,46740000,45431280,47343599,48363080,47725376,48363080
Honda,VARIO 125ESP CBS ISS,2023,24400000,21500000,2442755,2195724,20008551,2440000,19520000,17568000,19032184,20759655,21026549,20759655
Honda,NEWBEAT FICW-CBSPLUS,2022,17620000,16100000,1763990,1585601,12863197,1762000,12334000,11417760,12204986,14931496,15745462,14931496
Honda,NEWBEAT FICW-CBSPLUS,2024,18430000,15800000,1845081,1658492,16771508,1843000,16587000,14744000,16034169,15870251,15452068,15452068
Suzuki,SATRIA 150,2018,23350000,12800000,2337637,2101236,8641346,2335000,7005000,9927318,8524554,11517366,12518131,11517366
Yamaha,NMAX  ABS,2019,31150000,18900000,3118517,2803148,14331110,3115000,12460000,14715011,13835374,17380612,18483803,17380612
Yamaha,XMAX ABS,2022,62540000,51200000,6261062,5627894,45656319,6254000,43778000,40525920,43320080,48836024,50072525,48836024
Honda,VARIO 125 ESPCBS ISS,2023,24400000,21500000,2442755,2195724,20008551,2440000,19520000,17568000,19032184,20759655,21026549,20759655
Honda,NEW PCX 160 ABS,2021,34445000,26200000,3448389,3099661,22046356,3444500,20667000,20088324,20933893,24620168,25623050,24620168
Honda,BEAT CW FI,2017,16340000,11800000,1635845,1470415,4576676,1634000,3268000,6252297,4698991,9669697,11540152,9669697
PIAGGIO,SPRINT 150 ABS,2022,51200000,42900000,5125781,4607422,37377734,5120000,35840000,33177600,35465111,40669533,41955299,40669533
PIAGGIO,SPRINT I-GET 150,2017,41500000,27000000,4154686,3734531,11623749,4150000,8300000,15879457,11934402,22480321,26405433,22480321
PIAGGIO,VESPA S 125,2020,39000000,26500000,3904404,3509560,21452202,3900000,19500000,20470320,20474174,24692252,25916444,24692252
PIAGGIO,VESPA S 125,2019,35700000,26500000,3574031,3212597,16424419,3570000,14280000,16864394,15856271,23306881,25916444,23306881
PIAGGIO,PRIMAVERA S 150 ABS,2022,50700000,41000000,5075725,4562428,37012717,5070000,35490000,32853600,35118772,39235632,40097139,39235632
Honda,NEW SCOOPY FASHION,2023,21875000,18000000,2189970,1968503,17937994,2187500,17500000,15750000,17062665,17718799,17603622,17718799
Honda,NEW CBR 150R STANDAR,2022,36741000,25000000,3678249,3306275,26822175,3674100,25718700,23808168,25449681,25134904,24449475,24449475
Honda,NEW SCOOPY PRESTIGE,2021,20325000,17000000,2034795,1829021,13008918,2032500,12195000,11853540,12352486,15605746,16625643,15605746
Yamaha,NMAX NEO,2024,32700000,30000000,3273692,2942631,29757369,3270000,29430000,26160000,28449123,29534737,29339370,29534737
Yamaha,ALL NEW NMAX 155 ABS,2021,34300000,26300000,3433873,3086613,21953549,3430000,20580000,20003760,20845770,24663731,25720848,24663731
Yamaha,ALL NEW NMAX 155 CON,2022,31450000,23800000,3148551,2830145,22959565,3145000,22015000,20379600,21784722,23195417,23275900,23195417
Honda,NEW SCOOPY STYLISH,2024,23230000,19800000,2325623,2090438,21139562,2323000,20907000,18584000,20210187,19923056,19363984,19363984
Honda,NEW SCOOPY STYLISH,2022,22063000,19100000,2208791,1985421,16106737,2206300,15444100,14296824,15282554,17954766,18679399,17954766
Yamaha,FINO FI SPORTY,2021,18995000,14500000,1901645,1709336,12157658,1899500,11397000,11077884,11544181,13613254,14180696,13613254
Kawasaki,NINJA ZX 25 R,2023,105000000,93600000,10511856,9448814,86102371,10500000,84000000,75600000,81900790,90090237,91538835,90090237
Yamaha,ALL NEW NMAX 155,2023,31615000,23500000,3165070,2844993,25925014,3161500,25292000,22762800,24659938,23847981,22982507,22982507
Honda,VARIO110 CBS,2016,16150000,11600000,1616824,1453318,16149992,1615000,16149992,5561636,12620540,11906162,11344557,11344557
Honda,NEW SCOOPY STYLISH,2020,19750000,15500000,1977230,1777277,10863615,1975000,9875000,10366380,10368332,13960500,15158675,13960500
Honda,VARIO 125 ESP CBS,2021,21006000,17500000,2102972,1890303,13444789,2100600,12603600,12250699,12766363,16079909,17114633,16079909
Honda,NEW PCX 160 CBS,2021,30845000,24500000,3087983,2775702,19742193,3084500,18507000,17988804,18745999,22773800,23960486,22773800
Honda,PCX150,2020,29843000,22800000,2987670,2685533,16415335,2984300,14921500,15663994,15666943,20660083,22297921,20660083
Yamaha,XMAX ABS,2023,66000000,55500000,6607452,5939255,54121490,6600000,52800000,47520000,51480497,54294149,54277835,54294149
Yamaha,XMAX ABS,2024,66450000,54500000,6652503,5979750,60470250,6645000,59805000,53160000,57811750,55493525,53299856,53299856
Honda,BEAT CBS FI,2024,18430000,15700000,1845081,1658492,16771508,1843000,16587000,14744000,16034169,15800251,15354270,15354270
Yamaha,GRAND FILANO LUX,2025,28000000,27150000,2803162,2519684,28000000,2800000,28000000,22400000,26133333,26845000,26552130,26845000
Yamaha,ALL NEW R15 155 VVA,2019,36430000,18900000,3647113,3278289,16760268,3643000,14572000,17209241,16180503,18084151,18483803,18084151
Honda,CBR 150 R,2018,33800000,13000000,3383817,3041618,12508672,3380000,10140000,14370165,12339612,12801884,12713727,12801884
Honda,NVARIO 125 ESP CBS,2022,22009000,18900000,2203385,1980561,16067316,2200900,15406300,14261832,15245149,17803545,18483803,17803545
PIAGGIO,SPRINT 150 ABS,2017,42000000,33500000,4204742,3779526,11763794,4200000,8400000,16070776,12078190,27073457,32762297,27073457
PIAGGIO,SPRINT 150 ABS,2020,49600000,39500000,4965601,4463440,27282800,4960000,24800000,26034048,26038949,35461685,38630171,35461685
PIAGGIO,VESPA S 125,2017,32500000,25000000,3253670,2924633,9102936,3250000,6500000,12435719,9346218,20303866,24449475,20303866
Honda,PCX,2020,29843000,23500000,2987670,2685533,16415335,2984300,14921500,15663994,15666943,21150083,22982507,21150083
Yamaha,AEROX 155 VVA,2019,23920000,17800000,2394701,2152530,11004821,2392000,9568000,11299617,10624146,15647244,17408026,15647244
Honda,VARIO 150 ESP EXCLSV,2021,24715000,19800000,2474291,2224071,15818716,2471500,14829000,14413788,15020501,18366150,19363984,18366150
Yamaha,N-MAX,2016,27400000,19200000,2743094,2465691,27399992,2740000,27399992,9435841,21411942,19863583,18777197,18777197
Suzuki,SATRIA FU 150,2018,22500000,12820000,2252541,2024746,8326778,2250000,6750000,9565938,8214239,11438272,12537691,11438272
Honda,STYLO 160 CBS,2025,28365000,27800000,2839703,2552530,28365000,2836500,28365000,22692000,26474000,27402200,27187816,27402200
Yamaha,NEW AEROX 155 C CYC,2023,27425000,24700000,2745597,2467940,22489119,2742500,21940000,19746000,21391706,23707512,24156082,23707512
Yamaha,ALL NEW NMAX 155,2020,29500000,21000000,2953331,2654667,16226665,2950000,14750000,15483960,15486875,19346063,20537559,19346063
Honda,CB 150 R,2023,33633000,13000000,3367098,3026590,27579820,3363300,26906400,24215760,26233993,16970198,12713727,12713727
Yamaha,ALL NEW XSR 155,2022,37235000,27000000,3727704,3350730,27182811,3723500,26064500,24128280,25791864,26637559,26405433,26637559
Honda,VARIO 125 ESPCBS ISS,2024,24650000,21500000,2467783,2218222,22431778,2465000,22185000,19720000,21445593,21483678,21026549,21483678
Yamaha,LEXI S,2021,24345000,20000000,2437249,2190775,15581900,2434500,14607000,14198004,14795635,18438690,19559580,18438690
Honda,ALN VARIO 160 CBS,2022,26339000,20800000,2636874,2370213,19228362,2633900,18437300,17067672,18244445,20033333,20341963,20033333
Yamaha,LEXI LX 155,2024,25650000,21500000,2567896,2308210,23341790,2565000,23085000,20520000,22315597,21744679,21026549,21026549
Yamaha,FREEGO,2020,19275000,12500000,1929676,1734532,10602338,1927500,9637500,10117062,10118967,11785690,12224738,11785690
Yamaha,GEAR 125 S-VERSION,2023,18920000,14000000,1894136,1702586,15514827,1892000,15136000,13622400,14757742,14227323,13691706,13691706
Honda,NEW SUPRA X 125PGMFI,2016,17400000,9400000,1741965,1565804,17399992,1740000,17399992,5992104,13597363,10659209,9193003,9193003
Yamaha,ALLNEW NMAX 155C ABS,2022,35250000,25900000,3528980,3172102,25733694,3525000,24675000,22842000,24416898,25455069,25329656,25455069
Honda,VARIO 125ESP CBS ISS,2024,24650000,22500000,2467783,2218222,22431778,2465000,22185000,19720000,21445593,22183678,22004528,22183678
Honda,SONIC 150 R,2023,25920000,17000000,2594927,2332507,21254985,2592000,20736000,18662400,20217795,17965339,16625643,16625643
PIAGGIO,VESPA S 125,2021,39000000,34500000,3904404,3509560,24961761,3900000,23400000,22744800,23702187,31260656,33740276,31260656
Yamaha,ALLNEW NMAX 155C ABS,2023,35750000,27500000,3579037,3217096,29315807,3575000,28600000,25740000,27885269,27615581,26894423,26894423
Suzuki,GSX S 150,2019,27025000,14400000,2705552,2431945,12433331,2702500,10810000,12766394,12003242,13680972,14082898,13680972
Honda,NEW BEAT STREET ESP,2021,17365000,13500000,1738461,1562654,11114384,1736500,10419000,10127268,10553551,12616065,13202717,12616065
Honda,VARIO 150 ESP EXCLSV,2020,24150000,19500000,2417727,2173227,13283863,2415000,12075000,12675852,12678238,17453472,19070591,17453472
PIAGGIO,VESPA LX 125 I-GET,2019,35800000,25000000,3584042,3221596,16470425,3580000,14320000,16911634,15900686,22270206,24449475,22270206
Honda,CBR 150 R,2017,33875000,16000000,3391325,3048368,9488060,3387500,6775000,12961846,9741635,14122491,15647664,14122491
Honda,PCX,2018,27700000,17500000,2773128,2492687,10251189,2770000,8310000,11776733,10112641,15283792,17114633,15283792
Yamaha,ALL NEW R15 155 VVA,2021,37405000,21000000,3744724,3366028,23940889,3740500,22443000,21814596,22732828,21519849,20537559,20537559
Honda,GENIO ISS,2019,17700000,13700000,1771999,1592800,8143199,1770000,7080000,8361338,7861513,11948454,13398312,11948454
Honda,NEW PCX 160 ABS,2023,36550000,27500000,3659127,3289087,29971825,3655000,29240000,26316000,28509275,27802783,26894423,26894423
Yamaha,ALL NEW R15 155 VVA,2023,39875000,25800000,3992002,3588300,32698400,3987500,31900000,28710000,31102800,27390840,25231858,25231858
Yamaha,ALL NEW NMAX 155 CON,2021,31450000,24500000,3148551,2830145,20129420,3145000,18870000,18341640,19113687,22884106,23960486,22884106
Honda,NEW PCX 160 ABS,2022,35510000,27999990,3555010,3195499,25923503,3551000,24857000,23010480,24596994,26979091,27383402,26979091
Honda,VARIO 125 ESP CBS,2017,18175000,14000000,1819552,1635545,5090642,1817500,3635000,6954437,5226693,11368008,13691706,11368008
Honda,GENIO ISS,2023,19680000,16200000,1970222,1770978,16138044,1968000,15744000,14169600,15350548,15945164,15843260,15945164
Honda,NEW ADV 160 ABS,2024,39950000,32200000,3999511,3595049,36354951,3995000,35955000,31960000,34756650,32966995,31490924,31490924
Honda,CBR 150 R,2022,41042000,21500000,4108834,3693317,29962050,4104200,28729400,26595216,28428889,23578667,21026549,21026549
Honda,CB 150 R,2022,33100000,19000000,3313737,2978626,24164121,3310000,23170000,21448800,22927640,20178292,18581601,18581601
Kawasaki,NINJA 250 ABS SE,2022,78500000,66800000,7858864,7064114,57307659,7850000,54950000,50868000,54375220,63072566,65328998,63072566
PIAGGIO,VESPA S 125,2024,45500000,33700000,4555138,4094486,41405514,4550000,40950000,36400000,39585171,35465551,32957893,32957893
